order_id,customer_id,product_id,order_date,quantity,discount,ship_days,name,email,country,segment,join_date,product_name,category,sell_price,cost_price,margin,gross_revenue,cogs,gross_profit,order_value_tier
10067,363,1076,2024-06-05,5,0.05,3,Customer_363,c363@mail.com,FR,Consumer,2022-04-05,Product_75,Books,303.24,184.87,39.04,1440.39,924.35,516.04,Large
10068,19,1066,2023-05-09,3,0.0,6,Customer_19,c19@mail.com,DE,Consumer,2020-01-31,Product_65,Books,311.04,105.43,66.1,933.12,316.29,616.83,Medium
10069,190,1068,2024-03-30,4,0.05,6,Customer_190,c190@mail.com,FR,Consumer,2021-10-16,Product_67,Electronics,133.81,133.81,-27.54,508.48,535.24,-26.76,Small
10070,102,1053,2024-11-09,1,0.0,3,Customer_102,c102@mail.com,FR,Consumer,2020-02-15,Product_52,Sports,55.8,55.8,-48.52,55.8,55.8,0.0,Small
10071,47,1065,2023-11-20,3,0.1,6,Customer_47,c47@mail.com,UK,Home Office,2022-10-11,Product_64,Clothing,185.66,185.66,-757.55,501.28,556.98,-55.7,Small
10072,344,1029,2022-01-12,1,0.1,5,Customer_344,c344@mail.com,US,Home Office,2020-08-08,Product_28,Sports,203.84,82.78,59.39,183.46,82.78,100.68,Small
10073,454,1029,2022-08-16,6,0.0,3,Customer_454,c454@mail.com,UK,Consumer,2021-06-25,Product_28,Sports,203.84,82.78,59.39,1223.04,496.68,726.36,Large
10074,60,1032,2022-01-08,6,0.0,6,Customer_60,c60@mail.com,CA,Consumer,2022-01-19,Product_31,Electronics,216.0,136.42,36.84,1296.0,818.52,477.48,Large
10075,249,1080,2023-07-10,5,0.0,5,Customer_249,c249@mail.com,FR,Consumer,2022-01-03,Product_79,Sports,203.56,62.82,69.14,1017.8,314.1,703.7,Medium
10076,17,1004,2024-05-08,5,0.0,4,Customer_17,c17@mail.com,US,Consumer,2021-01-04,Product_3,Electronics,128.82,61.03,52.62,644.1,305.15,338.95,Medium
10077,212,1029,2022-06-29,9,0.0,2,Customer_212,c212@mail.com,FR,Home Office,2020-10-13,Product_28,Sports,203.84,82.78,59.39,1834.56,745.02,1089.54,Large
10078,336,1074,2022-06-02,4,0.0,5,Customer_336,c336@mail.com,US,Home Office,2020-01-20,Product_73,Electronics,129.16,67.59,47.67,516.64,270.36,246.28,Small
10079,100,1035,2024-04-30,3,0.15,6,Customer_100,c100@mail.com,US,Corporate,2021-06-14,Product_34,Clothing,128.51,67.32,47.61,327.7,201.96,125.74,Small
10080,53,1066,2024-12-08,4,0.05,6,Customer_53,c53@mail.com,UK,Consumer,2020-09-15,Product_65,Books,311.04,105.43,66.1,1181.95,421.72,760.23,Medium
10081,464,1040,2022-10-21,8,0.0,4,Customer_464,c464@mail.com,UK,Consumer,2021-06-28,Product_39,Home,362.85,45.39,87.49,2902.8,363.12,2539.68,Large
10082,113,1063,2024-03-09,3,0.0,2,Customer_113,c113@mail.com,CA,Consumer,2020-02-14,Product_62,Books,112.65,112.65,-80.85,337.95,337.95,0.0,Small
10083,232,1042,2022-11-04,9,0.0,6,Customer_232,c232@mail.com,CA,Corporate,2021-03-20,Product_41,Clothing,199.39,155.23,22.15,1794.51,1397.07,397.44,Large
10084,445,1031,2023-04-03,2,0.0,7,Customer_445,c445@mail.com,DE,Corporate,2021-06-28,Product_30,Electronics,186.94,69.92,62.6,373.88,139.84,234.04,Small
10085,36,1067,2024-04-28,7,0.1,4,Customer_36,c36@mail.com,US,Consumer,2020-09-24,Product_66,Sports,173.2,103.31,40.35,1091.16,723.17,367.99,Medium
10086,252,1036,2024-07-29,7,0.05,2,Customer_252,c252@mail.com,US,Consumer,2020-06-07,Product_35,Electronics,265.26,199.43,24.82,1763.98,1396.01,367.97,Large
10087,359,1068,2022-09-16,1,0.1,3,Customer_359,c359@mail.com,US,Consumer,2020-02-20,Product_67,Electronics,133.81,133.81,-27.54,120.43,133.81,-13.38,Small
10088,369,1077,2023-08-25,7,0.2,4,Customer_369,c369@mail.com,CA,Corporate,2022-11-06,Product_76,Electronics,307.83,37.99,87.66,1723.85,265.93,1457.92,Large
10089,248,1059,2024-02-09,2,0.0,6,Customer_248,c248@mail.com,DE,Consumer,2020-08-08,Product_58,Clothing,164.55,31.59,80.8,329.1,63.18,265.92,Small
10090,412,1037,2024-05-02,9,0.0,3,Customer_412,c412@mail.com,US,Corporate,2022-11-20,Product_36,Sports,182.78,182.78,-8.6,1645.02,1645.02,0.0,Large
10091,485,1054,2022-10-13,1,0.05,1,Customer_485,c485@mail.com,US,Consumer,2021-05-20,Product_53,Books,358.08,103.72,71.03,340.18,103.72,236.46,Small
10092,220,1026,2023-07-14,1,0.0,2,Customer_220,c220@mail.com,UK,Corporate,2022-10-02,Product_25,Electronics,227.83,23.11,89.86,227.83,23.11,204.72,Small
10093,383,1054,2022-02-03,4,0.0,5,Customer_383,c383@mail.com,US,Consumer,2020-08-02,Product_53,Books,358.08,103.72,71.03,1432.32,414.88,1017.44,Large
10094,380,1051,2023-10-06,3,0.1,5,Customer_380,c380@mail.com,UK,Corporate,2022-05-09,Product_50,Home,150.92,150.92,-17.31,407.48,452.76,-45.28,Small
10095,65,1017,2022-03-09,3,0.05,7,Customer_65,c65@mail.com,DE,Consumer,2022-04-28,Product_16,Sports,325.03,188.3,42.07,926.34,564.9,361.44,Medium
10096,310,1027,2022-10-26,5,0.1,4,Customer_310,c310@mail.com,US,Consumer,2020-10-14,Product_26,Electronics,347.87,160.99,53.72,1565.42,804.95,760.47,Large
10097,112,1002,2024-10-12,2,0.0,4,Customer_112,c112@mail.com,FR,Corporate,2020-12-31,Product_1,Books,244.41,31.25,87.21,488.82,62.5,426.32,Small
10098,68,1007,2023-04-15,7,0.0,5,Customer_68,c68@mail.com,DE,Consumer,2022-05-21,Product_6,Home,94.65,46.32,51.06,662.55,324.24,338.31,Medium
10099,336,1066,2024-08-11,4,0.15,1,Customer_336,c336@mail.com,US,Home Office,2020-01-20,Product_65,Books,311.04,105.43,66.1,1057.54,421.72,635.82,Medium
10100,65,1068,2022-06-26,7,0.0,3,Customer_65,c65@mail.com,DE,Consumer,2022-04-28,Product_67,Electronics,133.81,133.81,-27.54,936.67,936.67,0.0,Medium
10101,72,1036,2023-09-19,1,0.0,3,Customer_72,c72@mail.com,FR,Corporate,2021-09-17,Product_35,Electronics,265.26,199.43,24.82,265.26,199.43,65.83,Small
10102,273,1038,2024-10-25,9,0.0,5,Customer_273,c273@mail.com,DE,Consumer,2020-02-17,Product_37,Sports,355.4,148.35,58.26,3198.6,1335.15,1863.45,Large
10103,352,1050,2022-08-09,3,0.0,5,Customer_352,c352@mail.com,FR,Consumer,2021-08-15,Product_49,Books,71.07,40.59,42.89,213.21,121.77,91.44,Small
10104,53,1075,2022-10-17,5,0.1,4,Customer_53,c53@mail.com,UK,Consumer,2020-09-15,Product_74,Electronics,336.84,189.34,43.79,1515.78,946.7,569.08,Large
10105,332,1036,2024-09-04,1,0.1,7,Customer_332,c332@mail.com,US,Corporate,2021-04-04,Product_35,Electronics,265.26,199.43,24.82,238.73,199.43,39.3,Small
10106,120,1031,2024-09-27,6,0.0,3,Customer_120,c120@mail.com,US,Consumer,2022-06-03,Product_30,Electronics,186.94,69.92,62.6,1121.64,419.52,702.12,Medium
10107,238,1038,2024-02-14,2,0.15,4,Customer_238,c238@mail.com,UK,Corporate,2022-09-16,Product_37,Sports,355.4,148.35,58.26,604.18,296.7,307.48,Medium
10108,401,1011,2024-07-13,6,0.0,1,Customer_401,c401@mail.com,DE,Corporate,2020-06-16,Product_10,Electronics,121.52,29.3,75.89,729.12,175.8,553.32,Medium
10109,490,1024,2024-05-19,4,0.05,1,Customer_490,c490@mail.com,CA,Consumer,2020-09-15,Product_23,Books,242.56,76.17,68.6,921.73,304.68,617.05,Medium
10110,469,1019,2022-09-13,5,0.0,1,Customer_469,c469@mail.com,US,Corporate,2022-07-25,Product_18,Home,353.4,28.48,91.94,1767.0,142.4,1624.6,Large
10111,77,1074,2024-07-18,6,0.0,2,Customer_77,c77@mail.com,US,Corporate,2021-10-13,Product_73,Electronics,129.16,67.59,47.67,774.96,405.54,369.42,Medium
10112,250,1018,2022-10-28,9,0.0,4,Customer_250,c250@mail.com,US,Corporate,2021-08-19,Product_17,Books,106.17,14.65,86.2,955.53,131.85,823.68,Medium
10113,219,1053,2022-07-13,4,0.0,1,Customer_219,c219@mail.com,CA,Corporate,2021-09-26,Product_52,Sports,55.8,55.8,-48.52,223.2,223.2,0.0,Small
10114,40,1036,2022-04-05,3,0.0,3,Customer_40,c40@mail.com,US,Home Office,2022-06-27,Product_35,Electronics,265.26,199.43,24.82,795.78,598.29,197.49,Medium
10115,174,1078,2022-09-09,8,0.05,7,Customer_174,c174@mail.com,FR,Corporate,2021-12-28,Product_77,Home,194.3,19.94,89.74,1476.68,159.52,1317.16,Large
10116,209,1078,2022-07-16,9,0.05,7,Customer_209,c209@mail.com,UK,Consumer,2021-04-28,Product_77,Home,194.3,19.94,89.74,1661.26,179.46,1481.8,Large
10117,70,1068,2023-01-10,8,0.05,1,Customer_70,c70@mail.com,US,Home Office,2021-12-16,Product_67,Electronics,133.81,133.81,-27.54,1016.96,1070.48,-53.52,Medium
10118,366,1078,2024-04-20,5,0.05,4,Customer_366,c366@mail.com,US,Consumer,2020-04-09,Product_77,Home,194.3,19.94,89.74,922.92,99.7,823.22,Medium
10119,256,1058,2023-09-15,5,0.0,4,Customer_256,c256@mail.com,UK,Corporate,2021-03-20,Product_57,Clothing,284.05,122.51,56.87,1420.25,612.55,807.7,Large
10120,50,1052,2023-01-18,8,0.15,2,Customer_50,c50@mail.com,FR,Home Office,2020-12-16,Product_51,Books,148.43,107.39,27.65,1009.32,859.12,150.2,Medium
10121,198,1068,2024-11-23,2,0.15,3,Customer_198,c198@mail.com,US,Corporate,2020-02-03,Product_67,Electronics,133.81,133.81,-27.54,227.48,267.62,-40.14,Small
10122,273,1045,2024-06-12,6,0.05,4,Customer_273,c273@mail.com,DE,Consumer,2020-02-17,Product_44,Sports,90.97,90.97,-46.8,518.53,545.82,-27.29,Small
10123,275,1042,2024-09-03,4,0.05,2,Customer_275,c275@mail.com,US,Consumer,2020-07-08,Product_41,Clothing,199.39,155.23,22.15,757.68,620.92,136.76,Medium
10124,18,1002,2024-09-12,4,0.2,5,Customer_18,c18@mail.com,US,Consumer,2021-02-02,Product_1,Books,244.41,31.25,87.21,782.11,125.0,657.11,Medium
10125,448,1004,2024-07-23,5,0.1,5,Customer_448,c448@mail.com,CA,Corporate,2020-11-26,Product_3,Electronics,128.82,61.03,52.62,579.69,305.15,274.54,Medium
10126,236,1072,2022-02-26,6,0.05,6,Customer_236,c236@mail.com,UK,Corporate,2022-03-18,Product_71,Clothing,257.0,67.74,73.64,1464.9,406.44,1058.46,Large
10127,341,1043,2024-01-02,9,0.0,4,Customer_341,c341@mail.com,US,Consumer,2020-01-22,Product_42,Home,351.19,40.06,88.59,3160.71,360.54,2800.17,Large
10128,371,1048,2023-09-04,8,0.1,5,Customer_371,c371@mail.com,UK,Consumer,2022-11-23,Product_47,Books,193.34,46.46,75.97,1392.05,371.68,1020.37,Large
10129,472,1073,2022-01-18,2,0.0,7,Customer_472,c472@mail.com,FR,Home Office,2021-06-30,Product_72,Books,157.58,102.87,34.72,315.16,205.74,109.42,Small
10130,367,1019,2022-02-16,9,0.15,5,Customer_367,c367@mail.com,FR,Consumer,2021-08-14,Product_18,Home,353.4,28.48,91.94,2703.51,256.32,2447.19,Large
10131,193,1028,2023-01-26,8,0.05,4,Customer_193,c193@mail.com,US,Consumer,2022-11-08,Product_27,Clothing,245.94,51.04,79.25,1869.14,408.32,1460.82,Large
10132,468,1044,2024-07-13,6,0.0,5,Customer_468,c468@mail.com,US,Consumer,2022-07-10,Product_43,Clothing,359.38,108.59,69.78,2156.28,651.54,1504.74,Large
10133,284,1080,2023-08-06,3,0.15,3,Customer_284,c284@mail.com,US,Consumer,2020-11-08,Product_79,Sports,203.56,62.82,69.14,519.08,188.46,330.62,Small
10134,248,1022,2022-08-25,5,0.0,3,Customer_248,c248@mail.com,DE,Consumer,2020-08-08,Product_21,Books,142.63,142.63,-11.0,713.15,713.15,0.0,Medium
10135,306,1005,2024-08-19,4,0.1,5,Customer_306,c306@mail.com,UK,Consumer,2021-10-24,Product_4,Clothing,161.64,32.07,80.16,581.9,128.28,453.62,Medium
10136,315,1025,2024-10-27,6,0.1,4,Customer_315,c315@mail.com,US,Consumer,2021-02-12,Product_24,Home,152.16,116.68,23.32,821.66,700.08,121.58,Medium
10137,469,1066,2023-01-13,4,0.0,3,Customer_469,c469@mail.com,US,Corporate,2022-07-25,Product_65,Books,311.04,105.43,66.1,1244.16,421.72,822.44,Large
10138,362,1032,2022-04-07,5,0.1,7,Customer_362,c362@mail.com,CA,Corporate,2021-04-25,Product_31,Electronics,216.0,136.42,36.84,972.0,682.1,289.9,Medium
10139,80,1028,2024-11-02,8,0.1,2,Customer_80,c80@mail.com,DE,Consumer,2021-07-20,Product_27,Clothing,245.94,51.04,79.25,1770.77,408.32,1362.45,Large
10140,287,1001,2023-06-12,7,0.15,2,Customer_287,c287@mail.com,FR,Consumer,2021-01-28,Product_0,Electronics,311.09,13.75,95.58,1850.99,96.25,1754.74,Large
10141,369,1003,2023-11-10,9,0.0,1,Customer_369,c369@mail.com,CA,Corporate,2022-11-06,Product_2,Sports,110.5,110.5,-101.94,994.5,994.5,0.0,Medium
10142,212,1046,2022-06-25,7,0.15,3,Customer_212,c212@mail.com,FR,Home Office,2020-10-13,Product_45,Clothing,349.42,90.99,73.96,2079.05,636.93,1442.12,Large
10143,495,1034,2022-07-16,2,0.15,6,Customer_495,c495@mail.com,US,Consumer,2022-05-03,Product_33,Home,31.49,31.49,-90.62,53.53,62.98,-9.45,Small
10145,308,1012,2024-03-10,9,0.0,4,Customer_308,c308@mail.com,FR,Consumer,2021-05-18,Product_11,Sports,139.16,130.42,6.28,1252.44,1173.78,78.66,Large
10146,126,1076,2022-06-15,1,0.0,6,Customer_126,c126@mail.com,US,Corporate,2021-09-25,Product_75,Books,303.24,184.87,39.04,303.24,184.87,118.37,Small
10147,402,1068,2022-11-10,7,0.1,6,Customer_402,c402@mail.com,US,Home Office,2021-08-20,Product_67,Electronics,133.81,133.81,-27.54,843.0,936.67,-93.67,Medium
10148,338,1055,2022-01-02,8,0.2,3,Customer_338,c338@mail.com,US,Home Office,2020-04-07,Product_54,Clothing,94.95,94.95,-152.46,607.68,759.6,-151.92,Medium
10149,263,1003,2023-11-09,1,0.05,7,Customer_263,c263@mail.com,US,Consumer,2020-07-17,Product_2,Sports,110.5,110.5,-101.94,104.98,110.5,-5.52,Small
10150,469,1058,2022-11-07,3,0.05,6,Customer_469,c469@mail.com,US,Corporate,2022-07-25,Product_57,Clothing,284.05,122.51,56.87,809.54,367.53,442.01,Medium
10151,241,1024,2023-05-19,3,0.05,1,Customer_241,c241@mail.com,DE,Home Office,2022-10-12,Product_23,Books,242.56,76.17,68.6,691.3,228.51,462.79,Medium
10152,367,1012,2023-02-19,7,0.0,3,Customer_367,c367@mail.com,FR,Consumer,2021-08-14,Product_11,Sports,139.16,130.42,6.28,974.12,912.94,61.18,Medium
10153,264,1043,2024-08-12,7,0.05,6,Customer_264,c264@mail.com,US,Corporate,2022-10-02,Product_42,Home,351.19,40.06,88.59,2335.41,280.42,2054.99,Large
10154,350,1045,2022-09-11,9,0.0,3,Customer_350,c350@mail.com,UK,Corporate,2020-11-04,Product_44,Sports,90.97,90.97,-46.8,818.73,818.73,0.0,Medium
10155,279,1060,2024-10-01,3,0.1,4,Customer_279,c279@mail.com,US,Consumer,2021-08-27,Product_59,Sports,318.03,70.49,77.84,858.68,211.47,647.21,Medium
10156,425,1034,2023-05-17,8,0.0,4,Customer_425,c425@mail.com,DE,Consumer,2020-09-20,Product_33,Home,31.49,31.49,-90.62,251.92,251.92,0.0,Small
